Dead (X),Individual ID (EGGPOD#.HATCHING#_TEMP_LIGHT_SPECIES_SITE),CCode,Site,Species,sex,Temp (HV/LV),Light (L/S),Notes,Date 2nd,2nd Mass (g),Notes 2nd,Date 3rd,3rd Mass (g),Notes 3rd,Date 4th,4th Mass (g),Notes 4th,Date 5th,5th Mass (g),Notes 5th,Date 5th+,5th+ Mass (g),Notes 5th +,Date Adult,Adult Mass (g),Adult Femur Length (mm),Adult Pronotum Length (mm),Notes A,Death date,Death Note,
,FUN8.3_HV_L_B1,WB,B1,pell,F,HV,L,,,,,5/2/16,0.0225,,5/5/16,0.0289,,5/12/16,0.063,,5/20/16,0.1507,,5/31/16,0.2675,13.19,4.5,,,,
,FUN8.4_HV_L_B1,WO,B1,pell,F,HV,L,,,,,5/2/16,0.0237,,5/3/16,0.0293,,,,,,,,6/5/16,0.1955,11.55,4.43,,,,
,FUN8.5_HV_L_B1,WG,B1,pell,,HV,L,,,,,5/2/16,0.0284,possibly 4th instar,5/9/16,0.0518,,,,,,,,5/27/16,0.2171,10.59,3.84,,,,
,FUN8.6_HV_L_B1,WP,B1,pell,F,HV,L,,,,,5/2/16,0.0261,,5/4/16,0.0223,,5/12/16,0.0386,,5/23/16,0.1327,,6/3/16,0.1976,11.64,3.56,,,,
,FUN8.7_HV_L_B1,GrR,B1,pell,F,HV,L,,,,,5/2/16,0.0258,,5/5/16,0.0255,,5/12/16,0.0593,,5/23/16,0.1643,,6/3/16,0.2694,11.67,4.79,,,,
,FUN8.8_HV_L_B1,GrY,B1,pell,F,HV,L,,,,,5/2/16,0.0259,,5/3/16,0.0265,,5/12/16,0.0786,,5/20/16,0.1282,,5/30/16,0.2536,11.97,4.2,,,,
,FUN8.9_HV_L_B1,GrB,B1,pell,M,HV,L,,,,,5/2/16,0.0226,possibly 4th instar,5/3/16,0.0324,,5/11/16,0.0553,,,,,5/30/16,0.1501,9.96,3.42,,,,
X,FUN8.10_HV_L_B1,GrO,B1,pell,F,HV,L,,,,,5/2/16,0.0255,,5/3/16,0.0339,,5/12/16,0.0567,,,,,6/5/16,0.1576,11.82,4.6,,6/5/16,,
,F70.1_HV_L_C1,WR,C1,dodg,,HV,L,1 dead,,,,5/2/16,0.0288,,,,,,,,,,,,,,,,,,
,F44.1_LV_L_A1,WR,A1,dodg,F,LV,L,0 dead,,,,5/2/16,0.0454,,5/9/16,0.1018,,5/18/16,0.2187,,,,,5/30/16,0.387,12.32,5.64,,,,
,F44.2_LV_L_A1,WY,A1,dodg,M,LV,L,,,,,5/2/16,0.0377,,5/9/16,0.0617,,5/18/16,0.1474,,,,,5/30/16,0.2083,9.88,4.23,,,,
,F32A.1_LV_L_B1,WR,B1,dodg,,LV,L,0 dead,5/2/16,0.0289,,5/5/16,0.0378,,5/13/16,0.0564,,5/24/16,0.1026,"not adult, shifted back to assumed transfer at 2nd instar",,,,,,,,,,,
,F64.1_LV_L_C1,WR,C1,dodg,F,LV,L,0 dead,,,,5/2/16,0.0255,L hindlimb missing,5/9/16,0.0546,,5/17/16,0.1016,,,,,5/28/16,0.2281,10.58,4.86,,,,
X,FUN12.1_HV_S_C1,WR,C1,pell,,HV,S,1 dead,5/2/16,0.0107,,5/9/16,0.0162,"not 4th, shifted left",,,,,,,,,,,,,,,5/26/16,,
,FUN12.2_HV_S_C1,WY,C1,pell,,HV,S,,,,,5/2/16,0.0071,possibly 2nd instar,5/4/16,0.0051,,,,,,,,,,,,,5/11/16,,
X,FUN12.3_HV_S_C1,WB,C1,pell,,HV,S,,,,,5/2/16,0.0146,,5/16/16,0.0792,,,,,,,,,,,,,5/27/16,,
X,FE.1_HV_S_C1,,C1,pell,,HV,S,3 dead,,,,5/3/16,0.0142,possibly 2nd instar,,,,,,,,,,,,,,,5/10/16,,
,FE.2_HV_S_C1,WR,C1,pell,F,HV,S,,,,,5/3/16,0.0197,,5/4/16,0.0268,,5/12/16,0.0438,,5/22/16,0.1339,,5/31/16,0.2044,10.4,3.91,,,,
X,FE.3_HV_S_C1,WY,C1,pell,,HV,S,,,,,5/3/16,0.0166,,,,,,,,,,,,,,,,5/26/16,,
,FE.4_HV_S_C1,WB,C1,pell,M,HV,S,,,,,5/3/16,0.0204,,5/6/16,0.0216,,5/22/16,0.0886,,,,,5/31/16,0.1492,8.57,2.8,,,,
,FE.5_HV_S_C1,WO,C1,pell,M,HV,S,,,,,5/3/16,0.0226,possibly 4th instar,5/11/16,0.0423,,5/19/16,0.0879,,,,,5/30/16,0.1565,10.05,3.36,,,,
X,FE.6_HV_S_C1,WG,C1,pell,,HV,S,,,,,5/3/16,0.0185,,5/7/16,0.0213,,5/12/16,0.0461,,,,,,,,,,525/2016,,
,FE.7_HV_S_C1,WP,C1,pell,M,HV,S,,,,,5/3/16,0.0218,,5/10/16,0.0386,,5/18/16,0.0741,,,,,5/28/16,0.1391,9.14,3.63,,,,
,FE.8_HV_S_C1,GrR,C1,pell,M,HV,S,,,,,5/3/16,0.0188,possibly 4th instar,5/10/16,0.0414,,5/19/16,0.0953,,,,,5/30/16,0.1428,9.74,3.6,,,,
X,FE.9_HV_S_C1,GrY,C1,pell,,HV,S,,,,,5/3/16,0.0191,,5/6/16,0.024,,,,,,,,,,,,,5/16/16,,
X,FE.10_HV_S_C1,,C1,pell,,HV,S,,,,,5/3/16,0.0243,molting to 4th instar,,,,,,,,,,,,,,,5/11/16,,
,FUN6.1_HV_S_B1,WR,B1,pell,,HV,S,0 dead,,,,5/3/16,0.0221,its having difficulty righting,,,,,,,,,,,,,,,5/5/16,,
,FUN6.2_HV_S_B1,WY,B1,pell,F,HV,S,,,,,5/3/16,0.0296,possibly 4th instar,5/10/16,0.062,,5/19/16,0.1738,,,,,5/31/16,0.3052,12.28,4.07,,,,
X,FUN6.3_HV_S_B1,,B1,pell,,HV,S,,,,,5/3/16,0.0148,,,,,,,,,,,,,,,,5/7/16,,
X,FUN6.4_HV_S_B1,,B1,pell,,HV,S,,,,,5/3/16,0.0214,possibly 4th instar,,,,,,,,,,,,,,,5/7/16,,
,FUN6.5_HV_S_B1,WG,B1,pell,M,HV,S,,,,,5/3/16,0.0203,possibly 4th instar,5/11/16,0.0426,,5/19/16,0.0798,,,,,5/31/16,0.1423,9.68,3.12,,,,
,FUN6.6_HV_S_B1,WP,B1,pell,F,HV,S,,,,,5/3/16,0.0266,,5/22/16,0.1584,,,,,,,,6/3/16,0.2967,12.55,4.81,,,,
,FUN6.7_HV_S_B1,GrR,B1,pell,M,HV,S,,,,,5/3/16,0.0223,possibly 4th,5/20/16,0.0887,possibly 5th,,,,,,,6/3/16,0.1465,9.71,3.85,,,,
,FUN6.8_HV_S_B1,GrY,B1,pell,F,HV,S,,,,,5/3/16,0.028,,5/4/16,0.0286,,5/22/16,0.1808,,,,,6/2/16,0.2527,11.17,4.72,,,,
X,FUN5.1_HV_S_B1,WR,B1,pell,,HV,S,3 dead,,,,5/3/16,0.0194,,5/5/16,0.0241,,5/11/16,0.0395,,5/20/16,0.1167,,,,,,,5/30/16,,
,FUN5.2_HV_S_B1,WY,B1,pell,M,HV,S,,,,,5/3/16,0.014,,5/7/16,0.0175,right hindlimb missing,5/22/16,0.0728,,,,,6/3/16,0.1789,10.42,3.57,,,,
X,FUN5.3_HV_S_B1,,B1,pell,,HV,S,,,,,5/3/16,0.0233,possibly 4th instar,,,,,,,,,,,,,,,5/6/16,,
,FUN5.4_HV_S_B1,WO,B1,pell,M,HV,S,,,,,5/3/16,0.0167,,5/4/16,0.0164,,5/11/16,0.0367,,,,,5/31/16,0.1582,10.03,3.53,,,,
X,FUN5.5_HV_S_B1,,B1,pell,,HV,S,,,,,5/3/16,0.0084,,,,,,,,,,,,,,,,5/9/16,,
X,FUN3.1_LV_L_B1,WR,B1,pell,,HV,S,0 dead,,,,5/3/16,0.0124,possibly 4th,5/17/16,0.0365,,,,,,,,,,,,,6-Jun,,
X,FUN3.2_LV_L_B1,WY,B1,pell,,HV,S,,,,,5/3/16,0.0116,possibly 4th,5/12/16,0.0215,,,,,,,,,,,,,5/14/16,,
X,FUN3.3_LV_L_B1,WB,B1,pell,,HV,S,,,,,5/3/16,0.0124,possibly 4th,5/11/16,0.024,,,,,,,,,,,,,5/22/16,,
X,FUN3.4_LV_L_B1,WO,B1,pell,,HV,S,,,,,5/3/16,0.015,possibly 4th,,,,,,,,,,,,,,,5/22/16,,
,FUN3.5_LV_L_B1,WG,B1,pell,,HV,S,,,,,5/3/16,0.0095,possibly 2nd,5/13/16,0.0199,,5/27/16,0.0471,,,,,,,,,,,,
X,FUN3.6_LV_L_B1,WP,B1,pell,,HV,S,,,,,5/3/16,0.0118,,5/17/16,0.0255,,,,,,,,,,,,,5/22/16,,
,FUN3.7_LV_L_B1,GrR,B1,pell,,HV,S,,,,,5/3/16,0.021,possibly 4th,5/11/16,0.0289,,5/23/16,0.0679,,6-Jun,0.1238,,,,,,,,,
,FUN3.8_LV_L_B1,GrY,B1,pell,,HV,S,,,,,5/3/16,0.0114,possibly 4th,5/13/16,0.0315,,5/23/16,0.043,,,,,,,,,,,,
,FUN3.9_LV_L_B1,GrB,B1,pell,,HV,S,,,,,5/3/16,0.0121,,5/12/16,0.0183,,5/24/16,0.0378,,6-Jun,0.101,,,,,,,,,
,FUN3.10_LV_L_B1,GrO,B1,pell,,HV,S,,,,,5/3/16,0.0154,,5/12/16,0.0363,,5/24/16,0.0442,,,,,,,,,,,,
X,F11.1_LV_L_C1,WR,C1,pell,,LV,L,10 dead,5/3/16,0.0102,,,,,,,,,,,,,,,,,,,5/14/16,,
X,F11.2_LV_L_C1,,C1,pell,,LV,L,,5/3/16,0.0078,,,,,,,,,,,,,,,,,,,5/6/16,,
X,F11.3_LV_L_C1,,C1,pell,,LV,L,,5/3/16,0.0108,,,,,,,,,,,,,,,,,,,5/7/16,,
X,F11.4_LV_L_C1,WY,C1,pell,,LV,L,,5/3/16,0.0076,,5/16/16,0.0228,,,,,,,,,,,,,,,,5/28/16,,
X,F11.5_LV_L_C1,,C1,pell,,LV,L,,5/3/16,0.0079,,,,,,,,,,,,,,,,,,,5/5/16,,
X,F11.6_LV_L_C1,WB,C1,pell,,LV,L,,5/3/16,0.009,,,,,,,,,,,,,,,,,,,5/20/16,,
X,F11.7_LV_L_C1,,C1,pell,,LV,L,,5/3/16,0.009,,,,,,,,,,,,,,,,,,,5/9/16,,
,F11.8_LV_L_C1,WO,C1,pell,,LV,L,,5/3/16,0.0077,,,,,,,,,,,,,,,,,,,5/11/16,,
,F11.9_LV_L_C1,WG,C1,pell,,LV,L,,5/3/16,0.009,,,,,,,,,,,,,,,,,,,5/5/16,,
X,F11.10_LV_L_C1,WP,C1,pell,,LV,L,,5/3/16,0.0096,,5/20/16,0.0204,,,,,,,,,,,,,,,,5/27/16,,
X,F11.11_LV_L_C1,GrR,C1,pell,,LV,L,,5/3/16,0.0089,,,,,,,,,,,,,,,,,,,5/17/16,,
X,F11.12_LV_L_C1,GrY,C1,pell,,LV,L,,5/3/16,0.0104,,5/16/16,0.0154,,,,,,,,,,,,,,,,5/20/16,,
X,F11.13_LV_L_C1,GrB,C1,pell,,LV,L,,5/3/16,0.0089,,,,,,,,,,,,,,,,,,,5/5/16,,
X,F11.14_LV_L_C1,GrO,C1,pell,,LV,L,,5/3/16,0.0086,,,,,,,,,,,,,,,,,,,5/11/16,,
X,F11.15_LV_L_C1,GrG,C1,pell,,LV,L,,5/3/16,0.0108,,,,,,,,,,,,,,,,,,,5/5/16,,
,FUN4.1_LV_L_B1,WR,B1,pell,,LV,L,3 dead,,,,5/3/16,0.018,,5/11/16,0.0232,,5/20/16,0.0461,,,,,,,,,,,,
X,FUN1.1_LV_S_B1,WR,B1,pell,,LV,S,0 dead,,,,5/3/16,0.0252,,5/9/16,0.0262,,5/17/16,0.0582,,5/27/16,0.1127,,,,,,,6/1/16,,
,FUN1.2_LV_S_B1,WY,B1,pell,,LV,S,,,,,5/3/16,0.0148,,5/9/16,0.0246,,5/19/16,0.0368,,5/31/16,0..0836,,,,,,,,,
,FUN1.3_LV_S_B1,WB,B1,pell,,LV,S,,,,,5/3/16,0.0251,,5/7/16,0.0401,,5/17/16,0.0586,,5/26/16,0.1056,,,,,,,,,
X,FUN1.4_LV_S_B1,WO,B1,pell,,LV,S,,,,,5/3/16,0.012,,5/9/16,0.0162,,5/20/16,0.046,,,,,,,,,,5/28/16,,
,FUN1.5_LV_S_B1,WG,B1,pell,,LV,S,,,,,5/3/16,0.0232,,5/10/16,0.0297,,5/21/16,0.0601,,6/6/16,0.0809,,,,,,,,,
X,FUN1.6_LV_S_B1,,B1,pell,,LV,S,,,,,5/3/16,0.0135,,5/10/16,0.0114,,,,,,,,,,,,,5/12/16,,
,FUN1.7_LV_S_B1,GrR,B1,pell,,LV,S,,,,,5/3/16,0.0211,,5/9/16,0.0316,,5/17/16,0.0746,,5/26/16,0.0896,,,,,,,,,
,FUN1.8_LV_S_B1,GrY,B1,pell,,LV,S,,,,,5/3/16,0.0221,,5/9/16,0.0288,,5/17/16,0.0549,,5/28/16,0.1556,,,,,,,,,
,FUN1.9_LV_S_B1,GrB,B1,pell,,LV,S,,,,,5/3/16,0.0122,right hind limb missing,5/11/16,0.0186,,5/20/16,0.0438,,6/3/16,0.0532,,,,,,,,,
,FUN1.10_LV_S_B1,GrO,B1,pell,,LV,S,,,,,5/3/16,0.0235,,5/7/16,0.0239,,5/16/16,0.0426,,5/26/16,0.0894,,,,,,,,,
,FUN1.11_LV_S_B1,GrG,B1,pell,,LV,S,,,,,5/3/16,0.0129,,5/10/16,0.02,,5/19/16,0.0438,,5/31/16,0.1012,,,,,,,,,
,F?.1_HV_L_pell_C1,WR,C1,pell,,HV,L,0 dead,,,,5/3/16,0.021,,5/5/16,0.0144,,5/13/16,0.0444,,5/20/16,0.0967,,,,,,,,,
,F?.2_HV_L_pell_C1,WY,C1,pell,F,HV,L,,,,,5/3/16,0.0246,,5/9/16,0.0443,,5/17/16,0.1081,,,,,5/26/16,0.1477,9.86,3.78,leg fell off while measuring ,,,
,F?.3_HV_L_pell_C1,WB,C1,pell,,HV,L,,,,,5/3/16,0.0259,possibly 4th,5/12/16,0.0475,,5/23/16,0.1306,,,,,,,,,,,,
,F?.4_HV_L_pell_C1,WO,C1,pell,,HV,L,,,,,5/3/16,0.0232,,5/10/16,0.046,,5/17/16,0.0799,,,,,5/27/16,0.1434,9.9,3.6,,,,
,F?.5_HV_L_pell_C1,WG,C1,pell,F,HV,L,,,,,5/3/16,0.0261,,5/9/16,0.043,,5/17/16,0.0745,,,,,5/26/16,0.1393,8.98,3.56,,,,
,F?.6_HV_L_pell_C1,WP,C1,pell,,HV,L,,,,,5/3/16,0.0212,possibly 4th,5/11/16,0.0434,,5/20/16,0.0723,,,,,,,,,,,,
,F?.7_HV_L_pell_C1,GrR,C1,pell,F,HV,L,,,,,5/3/16,0.0255,,5/12/16,0.0801,,5/20/16,0.1389,,,,,5/31/16,0.2392,9.83,4.97,,,,
,F?.8_HV_L_pell_C1,GrY,C1,pell,F,HV,L,,,,,5/3/16,0.0314,possibly 4th,5/11/16,0.0619,,5/17/16,0.1273,,,,,5/28/16,0.2547,11.66,4.82,,,,
X,F?.9_HV_L_pell_C1,GrB,C1,pell,,HV,L,,,,,5/3/16,0.0233,midmolt to 4th,,,,,,,,,,,,,,,,,
,FH.1_LV_S_pell_B1,WR,B1,pell,,LV,S,1 dead,5/3/16,0.0196,,5/9/16,0.0247,,5/17/16,0.0558,,5/26/16,0.1227,,5/30/16,0.1443,"shift left, not adult",,,,,,,,
,FH.2_LV_S_pell_B1,WY,B1,pell,,LV,S,,,,,5/3/16,0.0206,,5/9/16,0.0297,,5/19/16,0.0655,,5/28/16,0.1041,,,,,,,,,
X,FH.3_LV_S_pell_B1,,B1,pell,,LV,S,,,,,5/3/16,0.0111,,,,,,,,,,,,,,,,5/6/16,,
X,FH.4_LV_S_pell_B1,,B1,pell,,LV,S,drowned,,,,5/3/16,0.0195,,,,,,,,,,,,,,,,5/10/16,,
X,FH.5_LV_S_pell_B1,,B1,pell,,LV,S,,,,,5/3/16,0.0178,,,,,,,,,,,,,,,,5/12/16,,
,FH.6_LV_S_pell_B1,WP,B1,pell,,LV,S,,,,,5/3/16,0.0202,,5/11/16,0.0245,,,,,,,,,,,,,5/18/16,,
,FH.7_LV_S_pell_B1,GrR,B1,pell,,LV,S,,,,,5/3/16,0.0189,,5/10/16,0.0261,,5/19/16,0.0728,,5/28/16,0.1298,,,,,,,,,
,FH.8_LV_S_pell_B1,GrY,B1,pell,,LV,S,,,,,5/3/16,0.198,,5/9/16,0.0236,,5/17/16,0.0505,,5/25/16,0.0967,,,,,,,,,
,FH.9_LV_S_pell_B1,GrB,B1,pell,,LV,S,,,,,5/3/16,0.0181,,5/10/16,0.0301,,5/18/16,0.0715,,5/28/16,0.1889,,,,,,,,,
X,FH.10_LV_S_pell_B1,,B1,pell,,LV,S,,,,,5/3/16,0.0153,,,,,,,,,,,,,,,,5/7/16,,
,FH.11_LV_S_pell_B1,GrG,B1,pell,,LV,S,,,,,5/3/16,0.0195,,5/11/16,0.0333,,5/21/16,0.0739,,5/30/16,0.1278,,,,,,,,,
,FH.12_LV_S_pell_B1,GrP,B1,pell,,LV,S,,,,,5/3/16,0.0193,,5/10/16,0.0275,,,,,,,,,,,,,5/19/16,,
X,FH.13_LV_S_pell_B1,RY,B1,pell,,LV,S,,,,,5/3/16,0.0139,,5/14/16,0.0281,,,,,,,,,,,,,5/31/16,,
,FH.14_LV_S_pell_B1,RB,B1,pell,,LV,S,,,,,5/3/16,0.0162,,5/9/16,0.0203,,5/17/16,0.0402,,5/30/16,0.0565,missing leg,,,,,,,,
